,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released,budget_norm,runtime_norm,score_norm,votes_norm,popularity_norm
1066,16000000,New Line Cinema,USA,Other,Crime,7307756,Bones,R,24.10.2001 00:00,96,4.1,Snoop Dogg,5852,Adam Simon,2001,0,-0.54326525,-50,FALSE,11380,tt0166110,Bones,"Over 20 years after his death by a gunshot, Jimmy Bones comes back as a ghost to wreak revenge on those who killed him and to clean up his neighborhood.",6.513545,"This Halloween, unleash the Dogg.",Bones,"Action, Horror, Thriller","en, fr",US,"black people, drug dealer, dying and death, skeleton, crack",2001,-0.6179264716026508,-0.6666263555036532,-2.5836854585004345,-0.8835202499411654,-0.47352529776011665
1067,35000000,Warner Bros.,USA,Other,Action,33357476,See Spot Run,PG,2.03.2001 00:00,94,5.4,David Arquette,7788,George Gallo,2001,0,-0.046929257,0,FALSE,39180,tt0250720,See Spot Run,"A drug sniffing agent canine is a target for an assassin boss so the FBI calls Witness Protection to send him somewhere else. Meanwhile a single Mom puts her 6 year old boy James in the care of her irresponsible, mailman, neighbor, Gordon, when the babysitter bails on her. Meanwhile, an assassin mob boss hires 2 goons to kill Agent 11. But when 11 escapes from the van when they tried to kill him, he hides in Gordon's Mailtruck that James is in too. And guess what they name him. Spot.",10.47844,The Smart One Isn't Wearing Any Pants.,See Spot Run,"Action, Comedy, Family",fr,"AU, US",dog,2001,0.1920830370945352,-0.8087819650177533,-1.0376750068898253,-0.8526510676305462,0.642397113363712
1068,7000000,Other,USA,Other,Comedy,10097096,The Wash,R,14.11.2001 00:00,100,4.7,Dr. Dre,5897,DJ Pooh,2001,1,0.442442286,40,FALSE,13408,tt0290332,The Wash,"With the rent due and his car booted, Sean (Dr. Dre) has to come up with some ends...and fast. When his best buddy and roommate Dee Loc (Snoop Dogg), suggests that Sean get a job busting suds down at the local car wash.",2.483032,"When you're down 'n dirty, it all comes out in...",The Wash,"Action, Comedy",en,US,"sex, fight, music, illegal drug, black american stereotype, cashier, disgruntled worker, low rider, caller id, duringcreditsstinger",2001,-1.0016151862486862,-0.38231513647545284,-1.8701421731416914,-0.8828027327903505,-1.607915939889589
1069,20000000,Other,Other,Other,Drama,668140,Charlotte Gray,PG-13,11.01.2002 00:00,121,6.4,Cate Blanchett,9455,Sebastian Faulks,2001,0,-0.966593,-100,FALSE,12660,tt0245046,Charlotte Gray,"This is a drama set in Nazi-occupied France at the height of World War II. Charlotte Gray tells the compelling story of a young Scottish woman working with the French Resistance in the hope of rescuing her lover, a missing RAF pilot. Based on the best-selling novel by Sebastian Faulks.",11.34469,The story of an ordinary woman in an extraordinary time.,Charlotte Gray,"Drama, History, Romance, War",en,"AU, DE, GB","france, resistance, loss of lover, world war ii, nazis, escape, woman director",2002,-0.44739815398219057,1.1103187634225988,0.15156380204141173,-0.8260710433992433,0.8862037686814481
1070,15000000,Screen Gems,USA,Other,Horror,7288451,The Forsaken,R,27.04.2001 00:00,90,5.3,Kerr Smith,7560,J.S. Cardone,2001,0,-0.514103267,-50,FALSE,12484,tt0245120,The Forsaken,A young man is in a race against time as he searches for a cure after becoming infected with a virus that will eventually turn him into a blood-sucking vampire.,3.169217,The night... has an appetite.,The Forsaken,"Action, Adventure, Horror, Thriller",en,US,"vampire, full moon, poster, hitchhiker, homoeroticism, newspaper headline, vampire slayer, switchblade, gun in mouth, film canister, playing chicken, blood sucking, traffic violation, virus",2001,-0.6605585510077658,-1.0930931840459537,-1.1565988877829496,-0.8562864878613423,-1.4147887020492418
1071,30000000,Other,USA,Other,Drama,430313,The Affair of the Necklace,R,7.12.2001 00:00,100,6.1,Hilary Swank,4644,John Sweet,2001,0,-0.985656233,-100,FALSE,19076,tt0242252,The Affair of the Necklace,"In pre-Revolutionary France, a young aristocratic woman left penniless by the political unrest in the country, must avenge her family's fall from grace by scheming to steal a priceless necklace.",5.4294410000000015,Her birthright was stolen. Her dignity taken. Her rights denied. Deception was the only option.,The Affair of the Necklace,"Drama, History",en,US,"marie antoinette, revenge",2001,-0.021077359931040065,-0.38231513647545284,-0.20520784063796021,-0.9027815992341551,-0.7786471104661239
1072,23000000,Other,USA,Other,Animation,36696761,Recess: School's Out,G,16.02.2001 00:00,82,6.6,Andrew Lawrence,7522,Paul Germain,2001,1,0.5955113479999999,60,FALSE,19405,tt0265632,Recess: School's Out,"Recess: School's Out is a 2001 animated film based on the Disney television series Recess. This film was produced by Walt Disney Pictures and was released theatrically nationwide on February 16, 2001.It's the most exciting time of year at Third Street Elementary-- the end of the School Year! But boredom quickly sets in for protagonist TJ Detweiler, as his friends are headed for Summer Camp. One day, while passing by the school on his bike, he notices a green glow coming from the school's auditorium. This is the work of the insidious ex-principal of Third Street, Phillium Benedict and his gang of ninjas and secret service look-alikes! Benedict is planning to get rid of Summer Vacation using his newly-acquired Tractor Beam, which he stole from the US Military Base in an effort to raise US Test Scores, and it's up to the Recess Gang to stop him! In the end.",4.1956940000000005,Saving The World One Playground At A Time,Recess: School's Out,"Science Fiction, Animation, Comedy, Family",en,US,"holiday, elementary school, friends, based on tv series, summer, classmates, recess",2001,-0.31950191576684545,-1.6617156221023544,0.3894115638276583,-0.8568923912331416,-1.125886047930241
1073,38000000,Fox 2000 Pictures,USA,Other,Comedy,22770864,Joe Somebody,PG,21.12.2001 00:00,98,5.5,Tim Allen,8891,John Scott Shepherd,2001,0,-0.400766737,-40,FALSE,12312,tt0279889,Joe Somebody,"When underappreciated video specialist Joe Scheffer is brutally humiliated by the office bully Mark McKinney in front of his daughter, Joe begins a quest for personal redemption. He proceeds by enduring a personal make-over and takes martial arts lessons from a B-action star. As news spreads of his rematch with Mark, Joe suddenly finds himself the center of attention, ascending the corporate ladder and growing in popularity. He's determined to show everyone in his life that he is not a nobody, but a force to be reckoned with.",4.273193,Someone just picked on the wrong nobody.,Joe Somebody,Comedy,en,US,"profession, karate, daughter, beförderung, ex-wife, parking, slap",2001,0.31997927530988035,-0.524470745989553,-0.9187511259967021,-0.8350639250227915,-1.104073901343841
1074,7000000,Other,Other,Other,Drama,3209481,The Cat's Meow,PG-13,3.05.2002 00:00,114,6.4,Kirsten Dunst,7093,Steven Peros,2001,0,-0.5415027139999999,-50,FALSE,35080,tt0266391,The Cat's Meow,Semi-true story of the Hollywood murder that occurred at a star-studded gathering aboard William Randolph Hearst's yacht in 1924.,13.546984,Some secrets won't stay buried.,The Cat's Meow,"Drama, Mystery, Thriller",en,"DE, GB, US","sex, blackmail, yacht, kiss, party, love, murder, mistress, hollywood, gossip",2002,-1.0016151862486862,0.6127741301232483,0.15156380204141173,-0.8637327214042447,1.5060409221202
1075,11000000,Warner Bros.,USA,Other,Drama,41227069,A Walk to Remember,PG,25.01.2002 00:00,101,7.4,Mandy Moore,174670,Nicholas Sparks,2002,1,2.747915364,270,FALSE,10229,tt0281358,A Walk to Remember,"When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.",8.054499,She didn't belong. She was misunderstood. And she would change him forever.,A Walk to Remember,"Drama, Romance",en,US,"based on novel, theatre group, north carolina, theatre milieu, high school, cancer, coming of age, tragic love, teenager, star crossed lovers",2002,-0.831086868628226,-0.3112373317184028,1.3408026109726487,1.8082533137541452,-0.03982273990904922
1076,41000000,Other,USA,Other,Drama,116724075,8 Mile,R,8.11.2002 00:00,110,7.0,Eminem,204990,Scott Silver,2002,1,1.846928659,180,FALSE,65,tt0298203,8 Mile,"The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy ""B-Rabbit"" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke.",8.374355,Every moment is another chance.,8 Mile,Drama,en,US,"individual, street gang, adolescence, rap music, hip-hop, rhyme battle, trailer park, ethnic stereotype, single, detroit, eminem",2002,0.4478755135252255,0.32846291109504794,0.8651070874001535,2.291700425147728,0.05020095018423771
1077,50000000,Fox 2000 Pictures,USA,Other,Drama,52801000,Unfaithful,R,10.05.2002 00:00,124,6.7,Richard Gere,67756,Claude Chabrol,2002,1,0.056020000000000014,10,FALSE,2251,tt0250797,Unfaithful,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",8.96839,Where do you go when you've gone too far?,Unfaithful,"Thriller, Drama","en, fr",US,"adultery, infidelity, eroticism, literature, lover, new york city, erotic thriller",2002,0.831564228171261,1.323552177693749,0.5083354447207826,0.1035282323711147,0.21739250746178054
1078,4000000,Other,USA,Other,Comedy,4059680,Secretary,R,11.10.2002 00:00,107,7.0,James Spader,72138,Erin Cressida Wilson,2002,1,0.01492,0,FALSE,11013,tt0274812,Secretary,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",10.936827,Assume the position.,Secretary,"Comedy, Drama, Romance",en,US,"suicide, clerk, fetish, sadomasochism, lawyer, hospital, secretary, masturbation, typewriter, kinky, cutting, pantyhose, bdsm, workplace romance",2002,-1.1295114244640314,0.11522949682389771,0.8651070874001535,0.17339845803492338,0.7714104482106162
1079,80000000,DreamWorks,USA,Other,Crime,104454762,Road to Perdition,R,12.07.2002 00:00,117,7.7,Tom Hanks,214021,Max Allan Collins,2002,1,0.305684525,30,FALSE,4147,tt0257044,Road to Perdition,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",13.426684,Pray for Michael Sullivan.,Road to Perdition,"Thriller, Crime, Drama",en,US,"based on graphic novel, homework, shot in the chin, soft boiled egg, learning to drive, spoiled son, scarred face, thompson sub machine gun, frost on a window, cauterizing a wound, liberty half dollar",2002,2.1105266103247122,0.8260075443943985,1.6975742536520197,2.4356981449035144,1.4721824047929577
1080,38000000,Touchstone Pictures,USA,Other,Comedy,127223418,Sweet Home Alabama,PG-13,27.09.2002 00:00,108,6.2,Reese Witherspoon,89028,Douglas J. Eboch,2002,1,2.347984684,229,FALSE,11529,tt0256415,Sweet Home Alabama,"New York fashion designer Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But Melanie's past holds many secrets, including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",8.587129,Sometimes What You're Looking For Is Right Where You Left It.,Sweet Home Alabama,"Comedy, Romance",en,US,"new york, marriage proposal, alabama, career woman, fashion designer",2002,0.31997927530988035,0.1863073015809478,-0.08628395974483588,0.4427065619741585,0.11008633809601368
1081,75000000,Other,USA,Other,Action,78122718,We Were Soldiers,R,1.03.2002 00:00,138,7.2,Mel Gibson,111599,Harold G. Moore,2002,1,0.04163624,0,FALSE,10590,tt0277434,We Were Soldiers,The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.,11.34706,400 U.S paratroopers. 4000 Vietnamese soldiers. 12 000 miles away from home. 1 man led them into battle.,We Were Soldiers,"Action, History, War","en, vi, fr","DE, US","vietnam veteran, missile, vietnam war, army, major, based on true story, steel helmet, soldier, explosion, battle, bayonet, death, vietnamese",2002,1.8973662132991371,2.3186414442924503,1.1029548491864012,0.8025972199973957,0.8868708068033566
1082,25000000,Paramount Pictures,USA,Other,Drama,41675994,The Hours,PG-13,14.02.2003 00:00,110,7.6,Meryl Streep,108353,Michael Cunningham,2002,1,0.66703976,70,FALSE,590,tt0274558,The Hours,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",14.686487,The time to hide is over. The time to regret is gone. The time to live is now.,The Hours,Drama,en,US,"london england, suicide, gay, poetry, aids, drowning, depression, home, way of life, self-destruction, province, literature, empowerment, country life, family's daily life, sense of life, homelessness, leaving one's family, delusion",2003,-0.2342377569566153,0.32846291109504794,1.5786503727588954,0.7508403161852727,1.8267548212884845
1083,33000000,Other,Other,Other,Action,40119709,Resident Evil,R,15.03.2002 00:00,100,6.7,Milla Jovovich,216222,Paul W.S. Anderson,2002,1,0.215748758,20,FALSE,1576,tt0120804,Resident Evil,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",7.781292999999999,A secret experiment. A deadly virus. A fatal mistake.,Resident Evil,"Horror, Action, Science Fiction",en,"FR, DE, GB, US","undercover, mutant, dystopia, conspiracy, zombie, based on video game",2002,0.10681887828430509,-0.38231513647545284,0.5083354447207826,2.470792705991155,-0.1167167555774333
1084,20000000,Dimension Films,USA,Other,Action,1203974,Equilibrium,R,6.12.2002 00:00,107,7.5,Christian Bale,277569,Kurt Wimmer,2002,0,-0.9398013,-90,FALSE,7299,tt0238380,Equilibrium,"In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. A man in charge of enforcing the law rises to overthrow the system.",12.671637,"In a future where freedom is outlawed, outlaws will become heroes.",Equilibrium,"Action, Science Fiction, Thriller",en,US,"resistance, fascism, totalitarian regime, destroy, phasing, dystopia, book burning, outlaw, government agent",2002,-0.44739815398219057,0.11522949682389771,1.4597264918657722,3.448959920458903,1.2596739099269367
1085,19000000,Other,USA,Other,Comedy,22245861,Adaptation.,R,14.02.2003 00:00,114,7.7,Nicolas Cage,153539,Susan Orlean,2002,1,0.170834789,20,FALSE,2757,tt0268126,Adaptation.,A love-lorn script writer grows increasingly desperate in his quest to adapt the book 'The Orchid Thief'.,11.624481,"From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich.",Adaptation.,"Comedy, Crime, Drama","en, la",US,"alligator, marriage crisis, writer's block, orchid",2003,-0.4900302333873056,0.6127741301232483,1.6975742536520197,1.4713232045569884,0.9649511371062731
1086,54000000,New Line Cinema,Other,Other,Action,82348319,Blade II,R,22.03.2002 00:00,117,6.7,Wesley Snipes,171317,Marv Wolfman,2002,1,0.52496887,50,FALSE,36586,tt0187738,Blade II,"A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.",17.050639999999998,Faster. Sharper. Deadlier.,Blade II,"Fantasy, Horror, Action, Thriller","cs, ro, en","DE, US","katana, mutation, vampire, silver, superhero, tragic villain, broken neck, lasersight, violence, exploding body, blade, subjective camera, torso cut in half, reaper, broken wrist, razor blade, shot through a door, sword duel, burnt face",2002,1.0020925457917211,0.8260075443943985,0.5083354447207826,1.7547903136056398,2.4921473010453585
1087,60000000,Paramount Pictures,USA,Other,Action,43254409,Star Trek: Nemesis,PG-13,13.12.2002 00:00,116,6.4,Patrick Stewart,62507,Gene Roddenberry,2002,0,-0.279093183,-30,FALSE,201,tt0253754,Star Trek: Nemesis,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",11.367801,A generation's final journey... begins.,Star Trek: Nemesis,"Science Fiction, Action, Adventure, Thriller",en,US,"clone, assassination, ambush, federation, starfleet, enterprise-e, romulus, android, senate, self sacrifice, telepathy, weapon, romulans, space opera",2002,1.2578850222224114,0.7549297396373484,0.15156380204141173,0.01983384293493677,0.892708375447449
1088,70000000,Other,USA,Other,Action,142109382,xXx,PG-13,9.08.2002 00:00,124,5.8,Vin Diesel,156008,Rich Wilkes,2002,1,1.030134029,100,FALSE,7451,tt0295701,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",12.722381,A New Breed Of Secret Agent.,xXx,"Action, Adventure, Thriller","cs, en, de, es, ru",US,"sports car, biological weapon, cold war, russian, prague, mission, athlete, nsa agent, adrenaline junkie, thrill seeker",2002,1.6842058162735618,1.323552177693749,-0.5619794833173312,1.5106909788983722,1.2739558434535665
1089,80000000,Walt Disney Pictures,USA,Other,Animation,145794338,Lilo & Stitch,PG,21.06.2002 00:00,85,7.2,Daveigh Chase,131270,Chris Sanders,2002,1,0.822429225,80,FALSE,11544,tt0275847,Lilo & Stitch,"A lonely Hawaiian girl named Lilo is being raised by her older sister, Nani, after their parents die -- under the watch of social worker Cobra Bubbles. When Lilo adopts a funny-looking dog and names him ""Stitch,"" she doesn't realize her new best friend is a wacky alien created by mad scientist Dr. Jumba.",18.469238,He's coming to our galaxy.,Lilo & Stitch,"Animation, Family",en,US,"sister sister relationship, extraterrestrial technology, hawaii, adoption, mutation, alien life-form, alien phenomenons, animation, dog, dead parents",2002,2.1105266103247122,-1.448482207831204,1.1029548491864012,1.1162478838569987,2.8914126789621615
1090,13000000,Fox 2000 Pictures,USA,Other,Crime,46566212,Phone Booth,R,4.04.2003 00:00,81,7.1,Colin Farrell,221926,Larry Cohen,2002,1,2.582016308,260,FALSE,1817,tt0183649,Phone Booth,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.",9.142772,No options. No lies. No fear. No deals. Just keep talking.,Phone Booth,"Thriller, Drama","en, sw",US,"terrorist, phone booth, psychopath",2003,-0.7458227098179959,-1.7327934268594045,0.9840309682932769,2.561741991063352,0.2664724407000118
1091,12000000,Other,USA,Other,Biography,25885000,Frida,R,22.11.2002 00:00,123,7.4,Salma Hayek,66915,Hayden Herrera,2002,1,1.157083333,120,FALSE,1360,tt0120679,Frida,"""Frida"" chronicles the life Frida Kahlo shared unflinchingly and openly with Diego Rivera, as the young couple took the art world by storm. From her complex and enduring relationship with her mentor and husband to her illicit and controversial affair with Leon Trotsky, to her provocative and romantic entanglements with women, Frida Kahlo lived a bold and uncompromising life as a political, artistic, and sexual revolutionary",11.283472,Prepare to be seduced,Frida,"Drama, Romance","en, fr, ru","MX, US, CA","painter, love of one's life, disabled, woman director",2002,-0.788454789223111,1.252474372936699,1.3408026109726487,0.09011863406366077,0.8689739206869417
1092,18000000,Paramount Pictures,USA,Other,Comedy,41032915,Orange County,PG-13,11.01.2002 00:00,82,6.2,Colin Hanks,42919,Mike White,2002,1,1.279606389,130,FALSE,11857,tt0273923,Orange County,Shaun Brumder is a local surfer kid from Orange County who dreams of going to Stanford to become a writer and to get away from his disfunctional family household. Except Shaun runs into one complication after another starting when his application is rejected after his dim-witted guidance counselor sends the wrong application.,4.582365,It's not just a place. It's a state of mind.,Orange County,"Comedy, Drama",en,US,"surfer, province, death of a friend, idol, change, author",2002,-0.5326623127924207,-1.6617156221023544,-0.08628395974483588,-0.29249340040205185,-1.0170572303621437
1093,100000000,Other,Other,Other,Drama,35168966,K-19: The Widowmaker,PG-13,19.07.2002 00:00,138,6.7,Harrison Ford,52002,Louis Nowra,2002,0,-0.64831034,-60,FALSE,8665,tt0267626,K-19: The Widowmaker,"When Russia's first nuclear submarine malfunctions on its maiden voyage, the crew must race to save the ship and prevent a nuclear disaster.",7.718723,Fate has found its hero.,K-19: The Widowmaker,"Drama, History, Thriller",en,"CA, DE, GB, US","submarine, soviet union, core melt, north atlantic, nuclear, woman director",2002,2.9631681984270135,2.3186414442924503,0.5083354447207826,-0.14766654971643475,-0.13432712489717996
1094,60000000,Other,USA,Other,Action,43061982,Reign of Fire,PG-13,12.07.2002 00:00,101,6.2,Matthew McConaughey,113304,Gregg Chabot,2002,0,-0.28230029999999995,-30,FALSE,6278,tt0253556,Reign of Fire,"In post-apocalyptic England, an American volunteer and a British survivor team up to fight off a brood of fire-breathing dragons seeking to return to global dominance after centuries of rest underground. The Brit -- leading a clan of survivors to hunt down the King of the Dragons -- has much at stake: His mother was killed by a dragon, but his love is still alive.",13.067306,Fight Fire With Fire,Reign of Fire,"Adventure, Action, Fantasy",en,"IE, GB, US","dragon, evolution, fire chief, animated map, theatre audience, dragonslayer, tunnel construction, fire repellent, drilling, iodine",2002,1.2578850222224114,-0.3112373317184028,-0.08628395974483588,0.8297831476004979,1.3710352207528107
1095,60000000,Universal Pictures,USA,Other,Action,91047077,The Scorpion King,PG-13,19.04.2002 00:00,92,5.5,Dwayne Johnson,110841,Stephen Sommers,2002,1,0.517451283,50,FALSE,9334,tt0277296,The Scorpion King,"In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world.",9.488117,Warrior. Legend. King.,The Scorpion King,"Action, Fantasy, Adventure","en, th","US, DE, BE","egypt, temple",2002,1.2578850222224114,-0.9509375745318536,-0.9187511259967021,0.7905110422125561,0.3636700272866827
1096,35000000,Warner Bros.,USA,Other,Horror,30113491,Ghost Ship,R,25.10.2002 00:00,91,5.5,Julianna Margulies,80523,Mark Hanlon,2002,0,-0.139614543,-10,FALSE,9645,tt0288477,Ghost Ship,"After discovering a passenger ship missing since 1962 floating adrift on the Bering Sea, salvagers claim the vessel as their own. Once they begin towing the ghost ship towards harbor, a series of bizarre occurrences happen and the group becomes trapped inside the ship, which they soon learn is inhabited by a demonic creature.",13.955376,Sea Evil,Ghost Ship,"Horror, Mystery, Thriller","en, it, es","AU, US","cruise, pilot, ghost ship",2002,0.1920830370945352,-1.0220153792889035,-0.9187511259967021,0.3070958204701209,1.6209831300030524
1097,43000000,Columbia Pictures Corporation,USA,Other,Comedy,24718164,The Sweetest Thing,R,12.04.2002 00:00,88,5.1,Cameron Diaz,48712,Nancy Pimental,2002,0,-0.4251589770000001,-40,FALSE,11812,tt0253867,The Sweetest Thing,"Christina's love life is stuck in neutral. After years of avoiding the hazards of a meaningful relationship, one night while club-hopping with her girlfriends, she meets Peter, her perfect match. Fed up with playing games, she finally gets the courage to let her guard down and follow her heart, only to discover that Peter has suddenly left town. Accompanied by Courtney, she sets out to capture the one that got away.",8.889064,A romantic comedy without the sugar.,The Sweetest Thing,"Romance, Comedy",en,US,"roommate, marriage, aftercreditsstinger, duringcreditsstinger",2002,0.5331396723354556,-1.2352487935600538,-1.3944466495691974,-0.2001250258537991,0.19506615047507375
1098,21000000,Other,Other,Other,Action,25296447,The Transporter,PG-13,11.10.2002 00:00,92,6.8,Jason Statham,252974,Luc Besson,2002,1,0.204592714,20,FALSE,4108,tt0293662,The Transporter,"Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",13.217421,Rules are made to be broken.,The Transporter,"Action, Crime, Thriller","en, fr, zh","US, FR","car journey, transportation, auto, human trafficking",2002,-0.40476607457707553,-0.9509375745318536,0.627259325613906,3.056796935474564,1.4132851902339325
1099,30000000,Universal Pictures,Other,Other,Comedy,41385278,About a Boy,PG-13,17.05.2002 00:00,101,7.1,Hugh Grant,151125,Nick Hornby,2002,1,0.379509267,40,FALSE,245,tt0276751,About a Boy,"Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite.",10.956665,One ordinary couple. One little white lie.,About a Boy,"Drama, Comedy, Romance",en,"GB, US","london england, rock and roll, single parent, rap music, bachelor, becoming an adult, friendship, single",2002,-0.021077359931040065,-0.3112373317184028,0.9840309682932769,1.4328323956221565,0.7769938668867412
1100,35000000,Warner Bros.,USA,Other,Drama,30336800,Queen of the Damned,R,22.02.2002 00:00,101,5.3,Aaliyah,46391,Anne Rice,2002,0,-0.133234286,-10,FALSE,11979,tt0238546,Queen of the Damned,"Lestat de Lioncourt is awakened from his slumber. Bored with his existence he has now become this generations new Rock God. While in the course of time, another has arisen, Akasha, the Queen of the Vampires and the Dammed. He want's immortal fame, his fellow vampires want him eternally dead for his betrayal, and the Queen want's him for her King. Who will be the first to reach him? Who shall win?",8.436243,This time there are no interviews.,Queen of the Damned,"Drama, Fantasy, Horror",en,"AU, US","queen, rock star, secret society, vampire, light, bite, music, spontaneous combustion, fatal attraction, fang vamp",2002,0.1920830370945352,-0.3112373317184028,-1.1565988877829496,-0.23713296601028014,0.0676193701372582
1101,32000000,Other,USA,Other,Drama,35746370,The Mothman Prophecies,PG-13,25.01.2002 00:00,119,6.5,Richard Gere,67002,Richard Hatem,2002,1,0.117074063,10,FALSE,2637,tt0265349,The Mothman Prophecies,Reporter John Klein is plunged into a world of impossible terror and unthinkable chaos when fate draws him to a sleepy West Virginia town whose residents are being visited by a great winged shape that sows hideous nightmares and fevered visions.,8.50563,What do you see?,The Mothman Prophecies,"Drama, Horror, Mystery",en,US,"based on novel, small town, dream, motel, hallucination, bridge, alien life-form, warning, tumor, west virginia, urban legend, premonition, telephone call, hospital, reporter, psychic, car wreck, death of wife, mothman, mysterious events, chemical plant",2002,0.06418679887919004,0.9681631539084987,0.270487682934535,0.09150583388856981,0.08714838877221573
1102,60000000,Castle Rock Entertainment,USA,Other,Comedy,93354851,Two Weeks Notice,PG-13,20.12.2002 00:00,101,6.1,Sandra Bullock,91854,Marc Lawrence,2002,1,0.555914183,60,FALSE,2642,tt0313737,Two Weeks Notice,"Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.",7.738531,Over. Done. Finished. A comedy about love at last glance.,Two Weeks Notice,"Comedy, Romance",en,"AU, US","set, sammen",2002,1.2578850222224114,-0.3112373317184028,-0.20520784063796021,0.48776663904534134,-0.12875214974158541
1103,38000000,Columbia Pictures Corporation,USA,Michael Apted,Crime,40007742,Enough,PG-13,24.05.2002 00:00,115,5.7,Jennifer Lopez,32959,Nicholas Kazan,2002,1,0.052835315999999986,10,FALSE,1957,tt0278435,Enough,"Working-class waitress Slim thought she was entering a life of domestic bliss when she married Mitch, the man of her dreams. After the arrival of their first child, her picture perfect life is shattered when she discovers Mitch's hidden possessive dark side, a controlling and abusive alter ego that can turn trust, love and tranquility into terror. Terrified for her child's safety, Slim flees with her daughter. Relentless in his pursuit and enlisting the aid of lethal henchmen, Mitch continually stalks the prey that was once his family.",6.681286999999998,Everyone has a limit.,Enough,"Drama, Thriller",en,US,"waitress, wife husband relationship, violent husband, self-defense, violence against women, suspense, marry rich, abusive husband",2002,0.31997927530988035,0.6838519348802984,-0.6809033642104544,-0.45130386311577486,-0.4263141970659666
