,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released
1814,70000000,Other,USA,Other,Action,43734876,Tears of the Sun,R,7.03.2003 00:00,121,6.6,Bruce Willis,99418,Alex Lasker,2003,0,-0.37521605700000005,-40,FALSE,9567,tt0314353,Tears of the Sun,"Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.",10.614987,He was trained to follow orders. He became a hero by defying them.,Tears of the Sun,"Action, Drama, War",en,US,"u.s. army, nigeria, president",2003
1815,75000000,Other,USA,Other,Action,30013346,Hollywood Homicide,PG-13,13.06.2003 00:00,116,5.3,Harrison Ford,32542,Robert Souza,2003,0,-0.599822053,-60,FALSE,11375,tt0329717,Hollywood Homicide,"Joe Gavilan (Harrison Ford) and his new partner K. C. Calden (Josh Hartnett), are detectives on the beat in Tinseltown. Neither one of them really wants to be a cop, Gavilan moonlights as a real estate broker, and Calden is an aspiring actor moonlighting as a yoga instructor. When the two are assigned a big case they must work out whether they want to solve the case or follow their hearts.",11.080439,,Hollywood Homicide,"Action, Adventure, Comedy, Thriller",en,US,"rap music, hitman",2003
1816,60000000,DreamWorks,USA,Other,Animation,26483452,Sinbad: Legend of the Seven Seas,PG,2.07.2003 00:00,85,6.7,Brad Pitt,39745,John Logan,2003,0,-0.5586091329999999,-60,FALSE,14411,tt0165982,Sinbad: Legend of the Seven Seas,"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.",8.388773,,Sinbad: Legend of the Seven Seas,"Family, Animation, Adventure","cn, en, it",US,"prince, water monster",2003
1817,20000000,Warner Bros.,USA,Other,Comedy,35990505,What a Girl Wants,PG,4.04.2003 00:00,105,5.8,Amanda Bynes,51247,William Douglas-Home,2003,1,0.79952525,80,FALSE,10735,tt0286788,What a Girl Wants,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",6.743150999999999,Trying to fit in. Born to stand out.,What a Girl Wants,Comedy,en,US,"london england, england, daughter, politician, teenage girl, father daughter relationship, american abroad, teen comedy, woman director",2003
1818,60000000,Other,USA,Ron Howard,Adventure,26900336,The Missing,R,26.11.2003 00:00,137,6.5,Tommy Lee Jones,29091,Thomas Eidson,2003,0,-0.5516610670000001,-60,FALSE,12146,tt0338188,The Missing,"When rancher and single mother of two Maggie Gilkeson sees her teenage daughter, Lily, kidnapped by Apache rebels, she reluctantly accepts the help of her estranged father, Samuel, in tracking down the kidnappers. Along the way, the two must learn to reconcile the past and work together if they are going to have any hope of getting Lily back before she is taken over the border and forced to become a prostitute.",8.975439,"How far would you go, how much would you sacrifice to get back what you have lost?",The Missing,"Thriller, Western, Adventure","en, es",US,"mexico, based on novel, new mexico, apache, baby-snatching, daughter, frontier, criminal, 19th century",2003
1819,80000000,Columbia Pictures Corporation,USA,Other,Comedy,124728738,Something's Gotta Give,PG-13,12.12.2003 00:00,128,6.7,Jack Nicholson,96603,Nancy Meyers,2003,1,0.559109225,60,FALSE,6964,tt0337741,Something's Gotta Give,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.",8.524847,Schmucks are people too.,Something's Gotta Give,"Drama, Comedy, Romance","fr, en",US,"age difference, ladykiller, woman director",2003
1820,40000000,Columbia Pictures Corporation,USA,Other,Horror,59694580,Gothika,R,21.11.2003 00:00,98,5.8,Halle Berry,94370,Sebastian Gutierrez,2003,1,0.49236450000000004,50,FALSE,4970,tt0348836,Gothika,"After a car crash, a criminal psychologist (Halle Berry) comes to, only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husband -- but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.",10.939066,Because someone is dead doesn't mean they're gone.,Gothika,"Horror, Thriller",en,US,"amnesia, mental institution, patient, trust, false accusations, medication, gothic, mental illness",2003
1821,80000000,Columbia Pictures Corporation,USA,Other,Action,116934650,S.W.A.T.,PG-13,8.08.2003 00:00,117,6.0,Samuel L. Jackson,125305,Robert Hamner,2003,1,0.461683125,50,FALSE,9257,tt0257076,S.W.A.T.,"Hondo Harrelson recruits Jim Street to join an elite unit of the Los Angeles Police Department. Together they seek out more members, including tough Deke Kay and single mom Chris Sanchez. The team's first big assignment is to escort crime boss Alex Montel to prison. It seems routine, but when Montel offers a huge reward to anyone who can break him free, criminals of various stripes step up for the prize.",13.334952,You're either S.W.A.T. or you're not.,S.W.A.T.,"Action, Thriller, Crime","en, es, fr",US,"liberation, transport of prisoners, special unit, weapon, los angeles",2003
1822,35000000,Universal Pictures,Other,Other,Action,28082366,Johnny English,PG,18.07.2003 00:00,100,6.1,Rowan Atkinson,121464,Neal Purvis,2003,0,-0.19764668600000002,-20,FALSE,9486,tt0274166,Johnny English,Rowan plays the eponymous lead character in a spoof spy thriller. During the course of the story we follow our hero as he attempts to single-handedly save the country from falling into the hands of a despot.,8.739991,"He knows no fear, he knows no danger, he knows nothing.",Johnny English,"Adventure, Action, Comedy","ja, en, fr","FR, GB","spy, hero, queen, intelligence, coronation, funeral, secret agent, queen elisabeth ii, weapon, spoof, explosion, agent, pen, duringcreditsstinger",2003
1823,26000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Action,47811138,Agent Cody Banks,PG,14.03.2003 00:00,102,5.0,Frankie Muniz,28662,Ashley Miller,2003,1,0.838889923,80,FALSE,10923,tt0313911,Agent Cody Banks,"Recruited by the U.S. government to be a special agent, nerdy teenager Cody Banks must get closer to cute classmate Natalie in order to learn about an evil plan hatched by her father. But despite the agent persona, Cody struggles with teen angst.",10.445141,Save the world. Get the girl. Pass math.,Agent Cody Banks,Action,en,"CA, US","spy, cia, killer robot, delinquent, teen spy",2003
1824,90000000,Walt Disney Pictures,USA,Other,Comedy,75847266,The Haunted Mansion,PG,26.11.2003 00:00,100,4.9,Eddie Murphy,34691,David Berenbaum,2003,0,-0.15725260000000002,-20,FALSE,10756,tt0338094,The Haunted Mansion,"Workaholic Jim Evers and his wife/business partner, Sara get a call one night from mansion owner, Edward Gracey wants to sell his house. Once the Evers family arrive at the mansion a butler takes them to dine with Gracey. Gracey takes one look at Sara and he thinks she's his lost lover.",11.605735000000001,Check your pulse at the door... if you have one.,The Haunted Mansion,"Thriller, Fantasy, Comedy, Family, Mystery",en,US,"secret passage, magic, estate agent, haunted house, family vacation, ghost, aftercreditsstinger",2003
1825,23000000,Columbia Pictures Corporation,USA,Other,Comedy,60060328,Bad Santa,R,26.11.2003 00:00,91,7.1,Billy Bob Thornton,118278,Glenn Ficarra,2003,1,1.611318609,160,FALSE,10147,tt0307987,Bad Santa,"A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid, and the security boss discovers the plot.",10.930143,He doesn't care if you're naughty or nice.,Bad Santa,"Drama, Comedy, Crime",en,"DE, US","holiday, elves, christmas party, department store, safe, drink, little people, christmas eve, christmas",2003
1826,30000000,Miramax,USA,Other,Comedy,15589458,View from the Top,PG-13,21.03.2003 00:00,87,5.2,Gwyneth Paltrow,22332,Eric Wald,2003,0,-0.48035140000000004,-50,FALSE,11523,tt0264150,View from the Top,A small-town woman tries to achieve her goal of becoming a flight attendant.,5.506354,Prepare for her arrival.,View from the Top,"Comedy, Romance",en,US,"stewardess, casting, boss",2003
1827,60000000,Paramount Pictures,USA,Other,Action,53790451,Paycheck,PG-13,25.12.2003 00:00,119,6.3,Ben Affleck,93707,Philip K. Dick,2003,0,-0.10349248300000001,-10,FALSE,9620,tt0338337,Paycheck,"Michael Jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water.",12.571789,Remember the future.,Paycheck,"Action, Adventure, Mystery, Science Fiction, Thriller",en,"CA, US","prophecy, engineer, scientist, millionaire",2003
1828,62000000,Warner Bros.,USA,Ridley Scott,Comedy,36906460,Matchstick Men,PG-13,12.09.2003 00:00,116,7.3,Nicolas Cage,111886,Eric Garcia,2003,0,-0.404734516,-40,FALSE,7270,tt0325805,Matchstick Men,A phobic con artist and his protege are on the verge of pulling off a lucrative swindle when the con artist's teenage daughter arrives unexpectedly.,5.539265,Lie. Cheat. Steal. Rinse. Repeat.,Matchstick Men,"Comedy, Drama, Crime, Thriller",en,US,"based on novel, con man, daughter, pole dancer, obsessive compulsive disorder, criminal, father daughter relationship, bank vault, neurotic",2003
1829,60000000,Other,USA,Other,Comedy,104297061,Daddy Day Care,PG,9.05.2003 00:00,92,5.5,Eddie Murphy,53301,Geoff Rodkey,2003,1,0.73828435,70,FALSE,10708,tt0317303,Daddy Day Care,"Two men get laid off and have to become stay-at-home dads when they can't find jobs, which inspires them to open their own day-care center.",6.5049269999999995,Who's your daddy?,Daddy Day Care,"Comedy, Family",en,US,"competition, success, kindergarten, children, unemployment",2003
1830,46000000,Touchstone Pictures,USA,Other,Action,52802140,The Recruit,PG-13,31.01.2003 00:00,115,6.6,Al Pacino,118822,Roger Towne,2003,1,0.14787260900000002,10,FALSE,1647,tt0292506,The Recruit,"A brilliant CIA trainee must prove his worth at the Farm, the agency's secret training grounds, where he learns to watch his back and trust no one.",11.485472999999999,Trust. Betrayal. Deception. In the C.I.A. nothing is what it seems.,The Recruit,"Action, Thriller","en, fa, ru",US,"spy, cia, extramarital affair",2003
1831,36000000,Other,USA,Other,Action,26183197,A Man Apart,R,4.04.2003 00:00,109,6.1,Vin Diesel,40381,Christian Gudegast,2003,0,-0.272688972,-30,FALSE,8409,tt0266465,A Man Apart,"When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge.",17.714247,Love changes a man. Revenge tears him apart.,A Man Apart,"Action, Drama","en, es","DE, US","repayment, arbitrary law, cop, loss of wife",2003
1832,16000000,Warner Bros.,USA,Other,Comedy,34308901,Malibu's Most Wanted,PG-13,18.04.2003 00:00,100,5.1,Jamie Kennedy,16779,Fax Bahr,2003,1,1.144306313,110,FALSE,13411,tt0328099,Malibu's Most Wanted,"Bill Gluckman, a wealthy white Jewish senator is running for the office of Governor. His son ""B-Rad"" dresses, speaks, and acts as if he were a gangster from the inner city. The campaign team members hire two actors, who don't know any more about inner-city life than B-Rad, to act as gang members, kidnap him, and take him to South Central Los Angeles where they hope Brad will be ""scared white"".",4.025079,,Malibu's Most Wanted,"Comedy, Crime",en,US,"street gang, los angeles",2003
1833,33000000,Touchstone Pictures,USA,Other,Comedy,132716677,Bringing Down the House,PG-13,7.03.2003 00:00,105,5.6,Steve Martin,31366,Jason Filardi,2003,1,3.021717485,300,FALSE,10678,tt0305669,Bringing Down the House,"Straight-laced lawyer, Peter Sanderson (Steve Martin) meets and falls in love with online chat friend ""Lawyer-Girl"", Charlene Morton (Queen Latifah), only to discover she's a convicted bank robber. Charlene escapes from jail and comes looking for Peter to help clear her name.",5.762343,"Everything he needed to know about life, she learned in prison.",Bringing Down the House,Comedy,"en, fr",US,"prison, ex-boyfriend, support, escape, lawyer",2003
1834,80000000,Paramount Pictures,USA,Richard Donner,Action,19481943,Timeline,PG-13,26.11.2003 00:00,116,5.6,Paul Walker,55054,Michael Crichton,2003,0,-0.7564757129999999,-80,FALSE,9562,tt0300556,Timeline,A group of archaeological students become trapped in the past when they go there to retrieve their professor. The group must survive in 14th century France long enough to be rescued.,6.982761999999999,They had to travel into the past to save the future,Timeline,"Action, Adventure, Science Fiction","en, fr",US,"professor, time travel, quantum mechanics, hundred years' war, excavation, knight, medieval times",2003
1835,80000000,Warner Bros.,Other,Other,Animation,20991364,Looney Tunes: Back in Action,PG,14.11.2003 00:00,100,5.7,Brendan Fraser,26853,Larry Doyle,2003,0,-0.73760795,-70,FALSE,10715,tt0318155,Looney Tunes: Back in Action,"Bugs Bunny and Daffy Duck are up to their feuding ways again. Tired of playing second fiddle to Bugs, Daffy has decided to leave the Studio for good. He is aided by Warner Bros.' humor impaired Vice President of Comedy, Kate Houghton, who releases him from his contract and instructs WB security guard/aspiring stunt man DJ Drake to capture and ""escort"" Daffy off the studio lot.",13.666488000000001,Real life has never been so animated.,Looney Tunes: Back in Action,"Animation, Comedy, Family",en,"DE, US","spy, duck, bunny, wretch, film industry, live action and animation",2003
1836,60000000,Other,USA,Other,Drama,49443628,Runaway Jury,PG-13,17.10.2003 00:00,127,7.1,John Cusack,80544,John Grisham,2003,0,-0.175939533,-20,FALSE,11329,tt0313542,Runaway Jury,A juror on the inside and a woman on the outside manipulate a court trial involving a major gun manufacturer.,8.810961,Trials are too important to be decided by juries.,Runaway Jury,"Drama, Thriller","en, fr, it",US,"court case, gun rampage, firearm, jury, suspense, person running amok, lobbyist",2003
1837,55000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,33832741,Stuck on You,PG-13,12.12.2003 00:00,118,5.8,Matt Damon,46442,Charles B. Wessler,2003,0,-0.384859255,-40,FALSE,1792,tt0338466,Stuck on You,"In Martha's Vineyard, Mass., conjoined twins Walt (Greg Kinnear) and Bob Tenor (Matt Damon) make the best of their handicap by being the fastest grill cooks in town. While outgoing Walt hopes to one day become a famous actor, shy Bob prefers to stay out of the spotlight. When a fading Hollywood actress, Cher (Cher), decides to get her show ""Honey and the Beaze"" cancelled, she hires Walt -- and his brotherly appendage -- as her costars. But their addition surprisingly achieves the opposite.",6.96675,"Whatever happens to the boys, one thing is certain. Nothing will ever come between them.",Stuck on You,Comedy,en,US,"sex, dancer, martial arts, cook, stripper, love, bully, hollywood, twins, flashback, freak, actor, anxiety, conjoined, siamese",2003
1838,60000000,Castle Rock Entertainment,USA,Other,Action,66934963,Kangaroo Jack,PG,17.01.2003 00:00,89,4.4,Anthony Anderson,25060,Steve Bing,2003,1,0.11558271699999999,10,FALSE,10628,tt0257568,Kangaroo Jack,"Two childhood friends, a New York hairstylist and a wanna-be musician, get mixed-up with the mob and are forced to deliver $50,000 to Australia, but things go all wrong when the money is lost to a wild kangaroo.",6.538007,He stole the money... And he's not giving it back.,Kangaroo Jack,"Comedy, Adventure, Crime",en,"AU, US","money delivery, fool, australia, hoodlum, kangaroo",2003
1839,60000000,Universal Pictures,USA,Other,Comedy,35327628,Intolerable Cruelty,PG-13,10.10.2003 00:00,100,6.3,George Clooney,80789,Robert Ramsey,2003,0,-0.41120619999999997,-40,FALSE,11775,tt0138524,Intolerable Cruelty,A revenge-seeking gold digger marries a womanizing Beverly Hills lawyer with the intention of making a killing in the divorce.,13.469862,They can't keep their hands off each others assets.,Intolerable Cruelty,"Crime, Comedy, Romance","fr, en",US,"california, assassin, infidelity, fetish, hitman, tycoon, court, satire, lawyer, inheritance, divorce",2003
1840,54000000,Other,USA,Other,Comedy,6068735,Gigli,R,1.08.2003 00:00,121,2.4,Ben Affleck,42890,Martin Brest,2003,0,-0.8876160190000001,-90,FALSE,8046,tt0299930,Gigli,"Gigli is ordered to kidnap the psychologically challenged younger brother of a powerful federal prosecutor. When plans go awry, Gigli's boss sends in Ricki, a gorgeous free-spirited female gangster who has her own set of orders to assist with the kidnapping. But Gigli begins falling for the decidedly unavailable Ricki, which could be a hazard to his occupation.",11.415316,Life doesn't play by the rules.,Gigli,Drama,en,US,"new york, mentally disabled, kidnapping, blackmail, mission of murder, lovers, lesbian, mobster",2003
1841,12000000,Other,Other,Other,Mystery,4750602,In the Cut,R,31.10.2003 00:00,119,5.3,Meg Ryan,19446,Jane Campion,2003,0,-0.6041165,-60,FALSE,10944,tt0199626,In the Cut,"Following the gruesome murder of a young woman in her neighborhood, a self-determined woman living in New York City--as if to test the limits of her own safety--propels herself into an impossibly risky sexual liaison. Soon she grows increasingly wary about the motives of every man with whom she has contact--and about her own.",5.799628,Everything you know about desire is dead wrong.,In the Cut,"Mystery, Thriller",en,"AU, US","eroticism, suspense, woman director",2003
1842,19000000,New Line Cinema,USA,Other,Comedy,26276465,Dumb and Dumberer: When Harry Met Lloyd,PG-13,13.06.2003 00:00,85,3.4,Derek Richardson,32064,Peter Farrelly,2003,1,0.382971842,40,FALSE,10152,tt0329028,Dumb and Dumberer: When Harry Met Lloyd,"This wacky prequel to the 1994 blockbuster goes back to the lame-brained Harry and Lloyd's days as classmates at a Rhode Island high school, where the unprincipled principal puts the pair in remedial courses as part of a scheme to fleece the school.",9.280038000000001,The evolution of dumb...,Dumb and Dumberer: When Harry Met Lloyd,Comedy,en,US,"skateboarding, adoption, friendship, fate",2003
1843,18000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,56127162,Just Married,PG-13,10.01.2003 00:00,95,5.4,Ashton Kutcher,60573,Sam Harper,2003,1,2.118175667,210,FALSE,12090,tt0305711,Just Married,"Tom Leezak and Sarah McNerney fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. When they do get married, and get a chance to prove Sarah's family wrong, they go on a European honeymoon and run into disaster after disaster. They have to decide whether the honeymoon from hell and a few pre-marital mistakes are worth throwing away their love and marriage.",6.001151999999999,Welcome to the honeymoon from hell.,Just Married,Comedy,"en, it, de, fr","DE, US","venice, france, prison, fire, europe, married couple, honeymoon, castle, just married, chewing gum, marriage, police, vacation",2003
1844,50000000,Touchstone Pictures,USA,Other,Action,60476872,Shanghai Knights,PG-13,7.02.2003 00:00,114,6.2,Jackie Chan,87352,Alfred Gough,2003,1,0.20953744,20,FALSE,6038,tt0300471,Shanghai Knights,"The dynamic duo of Chon Wang and Roy O'Bannon return for another crazy adventure. This time, they're in London to avenge the murder of Chon's father, but end up on an even bigger case. Chon's sister is there to do the same, but instead unearths a plot to kill the royal family. No one believes her, though, and it's up to Chon and Roy (who has romance on his mind) to prove her right.",7.469778,A Royal Kick In The Arse.,Shanghai Knights,"Action, Adventure, Comedy, Western","en, zh","HK, US","london england, indian territory, emperor, revenge, murder, arrow, duringcreditsstinger, imperial seal",2003
1845,45000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,90186328,"Legally Blonde 2: Red, White & Blonde",PG-13,2.07.2003 00:00,95,4.7,Reese Witherspoon,50536,Amanda Brown,2003,1,1.004140622,100,FALSE,10327,tt0333780,"Legally Blonde 2: Red, White & Blonde","After Elle Woods, the eternally perky, fashionably adventurous, famously blonde Harvard Law grad gets fired by her law firm because of her opposition to animal testing, she takes her fight to Washington. As an aide for Congresswoman Victoria Rudd, she pushes for a bill to ban testing once and for all, but it's her building's doorman who advises her on how to get her way on the Hill.",7.2880460000000005,Bigger. Bolder. Blonder.,"Legally Blonde 2: Red, White & Blonde",Comedy,en,US,"washington d.c., boston, chambers of a barrister, tierversuch, lawyer",2003
1846,87000000,Universal Pictures,USA,Other,Drama,120277854,Seabiscuit,PG-13,25.07.2003 00:00,140,7.3,Tobey Maguire,59979,Laura Hillenbrand,2003,1,0.382504069,40,FALSE,4464,tt0329575,Seabiscuit,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,7.851669,The hopes of a nation rode on a long shot.,Seabiscuit,"Drama, History",en,US,"horse race, american dream, racehorse, great depression",2003
1847,20000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,36922190,Uptown Girls,PG-13,15.08.2003 00:00,92,6.1,Brittany Murphy,30845,Julia Dahl,2003,1,0.8461095,80,FALSE,14926,tt0263757,Uptown Girls,"Molly Gunn, the freewheeling daughter of a deceased rock legend, is forced to get a job when her manager steals her money. As nanny for precocious Ray, the oft ignored daughter of a music executive she learns what it means to be an adult while teaching Ray how to be a child.",5.555088,They're about to teach each other how to act their age.,Uptown Girls,Comedy,en,US,"new york, nanny",2003
1848,500000,Other,USA,Other,Comedy,5739376,The Station Agent,R,5.12.2003 00:00,89,7.7,Peter Dinklage,61005,Tom McCarthy,2003,1,10.478752,1050,FALSE,2056,tt0340377,The Station Agent,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",5.85469,Loneliness is much better when you have got someone to share it with.,The Station Agent,"Drama, Comedy",en,US,"train station, new jersey, small person, friendship, newfoundland",2003
1849,7000000,Other,Other,Other,Action,10249719,House of the Dead,R,10.10.2003 00:00,90,2.0,Jonathan Cherry,33277,Mark A. Altman,2003,1,0.464245571,50,FALSE,11059,tt0317676,House of the Dead,"Set on an island off the coast, a techno rave party attracts a diverse group of college coeds and a Coast Guard officer. Soon, they discover that their X-laced escapades are to be interrupted by zombies and monsters that attack them on the ground, from the air, and in the sea, ruled by an evil entity in the House of the Dead... Prequel to the House of the Dead video games.",5.701278,You won't last the night.,House of the Dead,"Horror, Action, Thriller",en,"CA, DE, US","island, rave, weapon, student, based on video game",2003
1850,30000000,Warner Bros.,USA,Other,Action,34604054,Cradle 2 the Grave,R,28.02.2003 00:00,101,5.8,Jet Li,36878,John O'Brien,2003,1,0.153468467,20,FALSE,10623,tt0306685,Cradle 2 the Grave,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.",8.364587,Mortal enemies make dangerous friends.,Cradle 2 the Grave,"Action, Crime, Drama","en, ko, ru",US,"robbery, diamant, intelligence, bank robber, thief, bank robbery, financial transactions, hoodlum",2003
1851,35000000,Other,USA,Other,Biography,52277485,Radio,PG,24.10.2003 00:00,109,6.9,Cuba Gooding Jr.,33842,Mike Rich,2003,1,0.493642429,50,FALSE,13920,tt0316465,Radio,"High school football coach, Harold Jones befriends Radio, a mentally-challenged man who becomes a student at T.L. Hanna High School in Anderson, South Carolina. Their friendship extends over several decades, where Radio transforms from a shy, tormented man into an inspiration to his community.",5.81647,His courage made them champions.,Radio,Drama,en,US,"biography, friendship, sport",2003
1852,41000000,Other,Other,Other,Action,22108977,The Medallion,PG-13,22.08.2003 00:00,88,5.2,Jackie Chan,32750,Alfred Cheung,2003,0,-0.460756659,-50,FALSE,10610,tt0288045,The Medallion,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,9.885859,,The Medallion,"Thriller, Fantasy, Action, Comedy",en,"HK, US","detective, medallion, leather jacket, wretch, fighter, wizardry, interpol",2003
1853,56000000,Other,USA,Other,Biography,12870569,Gods and Generals,PG-13,21.02.2003 00:00,219,6.3,Stephen Lang,13829,Jeff Shaara,2003,0,-0.7701684109999999,-80,FALSE,16072,tt0279111,Gods and Generals,"The film centers mostly around the personal and professional life of Thomas ""Stonewall"" Jackson, a brilliant if eccentric Confederate general, from the outbreak of the American Civil War until its halfway point when Jackson is killed accidentally by his own soldiers in May 1863 during his greatest victory.",5.374562999999999,The nations heart was touched by...,Gods and Generals,"Drama, History, War",en,US,"war, battle, union soldier, confederate soldier, american civil war, secession",2003
1854,20000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,15408822,A Guy Thing,PG-13,17.01.2003 00:00,101,5.6,Jason Lee,14915,Greg Glienna,2003,0,-0.22955889999999998,-20,FALSE,9582,tt0295289,A Guy Thing,"Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.",4.444724,Boy meets girl. Boy meets girl's cousin.,A Guy Thing,"Comedy, Romance",en,US,"infidelity, bachelor, blackmail, fantasy, truth, party, liar, friends, misunderstanding, wedding, fiancée",2003
1855,12000000,Other,USA,Other,Comedy,4922166,From Justin to Kelly,PG,20.06.2003 00:00,81,2.1,Kelly Clarkson,23990,Kim Fuller,2003,0,-0.5898194999999999,-60,FALSE,31246,tt0339034,From Justin to Kelly,"A lonely, sexually repressed man. A depressed woman. A summer camp. On this fateful night, they will meet... and their hearts will become one.",1.695369,The tale of two American Idols.,From Justin to Kelly,"Comedy, Romance",en,US,musical,2003
1856,5000000,Other,USA,Other,Biography,728253,Party Monster,R,17.10.2003 00:00,98,6.3,Macaulay Culkin,13310,Fenton Bailey,2003,0,-0.8543494,-90,FALSE,1415,tt0320244,Party Monster,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",3.0078419999999997,'Til death do they party...,Party Monster,"Comedy, Drama, Crime",en,"NL, US","new york, hotel, based on novel, birthday, bath, nightclub, donut, hallucination, costume, injection, death of a friend, arrest, police, party, friends, independent film, man man relationship, money, drug",2003
1857,5000000,Other,USA,Other,Biography,728253,Party Monster,R,17.10.2003 00:00,98,6.3,Macaulay Culkin,13310,Fenton Bailey,2003,0,-0.8543494,-90,FALSE,34424,tt0141716,Party Monster,"""Party Monster: The Shockumentary"" tells the story of the rise and fall of Michael Alig, a kid from Middle America who aspired to take the place of Andy Warhol. Michael quickly rose to become the biggest party promoter in New York and King of the so-called Club Kids. But after spiraling into drug addiction, Michael brutally murdered his roommate Angel Melendez.",0.6268640000000001,He came. He partied. He killed.,Party Monster: The Shockumentary,Documentary,,,independent film,2003
1858,18000000,DreamWorks,USA,Woody Allen,Comedy,3203044,Anything Else,R,19.09.2003 00:00,108,6.4,Woody Allen,26603,Woody Allen,2003,0,-0.8220531109999999,-80,FALSE,10739,tt0313792,Anything Else,"Jerry Falk, an aspiring writer in New York, falls in love at first sight with a free-spirited young woman named Amanda  He has heard the phrase that life is like ""anything else,"" but soon he finds that life with the unpredictable Amanda isn't like anything else at all.",11.10416,In any relationship one person always does the heavy lifting.,Anything Else,"Comedy, Romance",en,"GB, NL, FR","psychoanalysis, comedian, relationship problems, advice, experience",2003
1859,52000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Action,23020488,Bulletproof Monk,PG-13,16.04.2003 00:00,104,5.5,Yun-Fat Chow,43940,Ethan Reiff,2003,0,-0.557298308,-60,FALSE,11817,tt0245803,Bulletproof Monk,"A mysterious and immortal Tibetan kung fu master, who has spent the last 60 years traveling around the world protecting the ancient Scroll of the Ultimate, mentors a selfish street kid in the ancient intricacies of kung fu.",7.963481,A power beyond measure requires a protector without equal.,Bulletproof Monk,"Action, Comedy, Fantasy","en, bo, pa, de",US,"monk, homeless person, injection, fall, knife fight, scroll, the force",2003
